,experiment_id,question_id,percentage_correct,answer_id,answer_incorrect,programming_experience,hpc_experience,written,comments
0,510776008.6935859,T1,0.75,A1,False,intermediate,beginner,intermediate,
1,510776008.6935859,T1,0.75,A2,False,intermediate,beginner,intermediate,
2,510776008.6935859,T1,0.75,A3,True,intermediate,beginner,intermediate,
3,510776008.6935859,T1,0.75,A4,False,intermediate,beginner,intermediate,
4,510776008.6935859,T2,0.5,A1,False,intermediate,beginner,intermediate,
5,510776008.6935859,T2,0.5,A2,True,intermediate,beginner,intermediate,
6,510776008.6935859,T2,0.5,A3,True,intermediate,beginner,intermediate,
7,510776008.6935859,T2,0.5,A4,False,intermediate,beginner,intermediate,
8,510776008.6935859,T3,0.25,A1,True,intermediate,beginner,intermediate,
9,510776008.6935859,T3,0.25,A2,False,intermediate,beginner,intermediate,
10,510776008.6935859,T3,0.25,A3,True,intermediate,beginner,intermediate,
11,510776008.6935859,T3,0.25,A4,True,intermediate,beginner,intermediate,
12,510776008.6935859,M1,0.5,A1,False,intermediate,beginner,intermediate,
13,510776008.6935859,M1,0.5,A2,False,intermediate,beginner,intermediate,
14,510776008.6935859,M1,0.5,A3,True,intermediate,beginner,intermediate,
15,510776008.6935859,M1,0.5,A4,True,intermediate,beginner,intermediate,
16,510776008.6935859,M2,0.5,A1,True,intermediate,beginner,intermediate,
17,510776008.6935859,M2,0.5,A2,True,intermediate,beginner,intermediate,
18,510776008.6935859,M2,0.5,A3,False,intermediate,beginner,intermediate,
19,510776008.6935859,M2,0.5,A4,False,intermediate,beginner,intermediate,
20,510776008.6935859,M3,0.5,A1,True,intermediate,beginner,intermediate,
21,510776008.6935859,M3,0.5,A2,False,intermediate,beginner,intermediate,
22,510776008.6935859,M3,0.5,A3,False,intermediate,beginner,intermediate,
23,510776008.6935859,M3,0.5,A4,True,intermediate,beginner,intermediate,
24,510776008.6935859,M4,0.75,A1,False,intermediate,beginner,intermediate,
25,510776008.6935859,M4,0.75,A2,False,intermediate,beginner,intermediate,
26,510776008.6935859,M4,0.75,A3,True,intermediate,beginner,intermediate,
27,510776008.6935859,M4,0.75,A4,False,intermediate,beginner,intermediate,
28,510776008.6935859,M6,0.5,A1,False,intermediate,beginner,intermediate,
29,510776008.6935859,M6,0.5,A2,True,intermediate,beginner,intermediate,
30,510776008.6935859,M6,0.5,A3,False,intermediate,beginner,intermediate,
31,510776008.6935859,M6,0.5,A4,True,intermediate,beginner,intermediate,
32,510776008.6935859,M7,0.25,A1,True,intermediate,beginner,intermediate,
33,510776008.6935859,M7,0.25,A2,True,intermediate,beginner,intermediate,
34,510776008.6935859,M7,0.25,A3,False,intermediate,beginner,intermediate,
35,510776008.6935859,M7,0.25,A4,True,intermediate,beginner,intermediate,
36,510776008.6935859,M8,0.75,A1,False,intermediate,beginner,intermediate,
37,510776008.6935859,M8,0.75,A2,False,intermediate,beginner,intermediate,
38,510776008.6935859,M8,0.75,A3,True,intermediate,beginner,intermediate,
39,510776008.6935859,M8,0.75,A4,False,intermediate,beginner,intermediate,
40,510776008.6935859,M9,0.5,A1,False,intermediate,beginner,intermediate,
41,510776008.6935859,M9,0.5,A2,False,intermediate,beginner,intermediate,
42,510776008.6935859,M9,0.5,A3,True,intermediate,beginner,intermediate,
43,510776008.6935859,M9,0.5,A4,True,intermediate,beginner,intermediate,
44,510786132.153288,T1,0.75,A1,False,intermediate,beginner,beginner,
45,510786132.153288,T1,0.75,A2,False,intermediate,beginner,beginner,
46,510786132.153288,T1,0.75,A3,True,intermediate,beginner,beginner,
47,510786132.153288,T1,0.75,A4,False,intermediate,beginner,beginner,
48,510786132.153288,T2,0.75,A1,True,intermediate,beginner,beginner,
49,510786132.153288,T2,0.75,A2,False,intermediate,beginner,beginner,
50,510786132.153288,T2,0.75,A3,False,intermediate,beginner,beginner,
51,510786132.153288,T2,0.75,A4,False,intermediate,beginner,beginner,
52,510786132.153288,T3,1.0,A1,False,intermediate,beginner,beginner,
53,510786132.153288,T3,1.0,A2,False,intermediate,beginner,beginner,
54,510786132.153288,T3,1.0,A3,False,intermediate,beginner,beginner,
55,510786132.153288,T3,1.0,A4,False,intermediate,beginner,beginner,
56,510786132.153288,M1,1.0,A1,False,intermediate,beginner,beginner,
57,510786132.153288,M1,1.0,A2,False,intermediate,beginner,beginner,
58,510786132.153288,M1,1.0,A3,False,intermediate,beginner,beginner,
59,510786132.153288,M1,1.0,A4,False,intermediate,beginner,beginner,
60,510786132.153288,M2,1.0,A1,False,intermediate,beginner,beginner,
61,510786132.153288,M2,1.0,A2,False,intermediate,beginner,beginner,
62,510786132.153288,M2,1.0,A3,False,intermediate,beginner,beginner,
63,510786132.153288,M2,1.0,A4,False,intermediate,beginner,beginner,
64,510786132.153288,M3,0.75,A1,False,intermediate,beginner,beginner,
65,510786132.153288,M3,0.75,A2,False,intermediate,beginner,beginner,
66,510786132.153288,M3,0.75,A3,True,intermediate,beginner,beginner,
67,510786132.153288,M3,0.75,A4,False,intermediate,beginner,beginner,
68,510786132.153288,M4,1.0,A1,False,intermediate,beginner,beginner,
69,510786132.153288,M4,1.0,A2,False,intermediate,beginner,beginner,
70,510786132.153288,M4,1.0,A3,False,intermediate,beginner,beginner,
71,510786132.153288,M4,1.0,A4,False,intermediate,beginner,beginner,
72,510786132.153288,M6,0.5,A1,False,intermediate,beginner,beginner,
73,510786132.153288,M6,0.5,A2,True,intermediate,beginner,beginner,
74,510786132.153288,M6,0.5,A3,True,intermediate,beginner,beginner,
75,510786132.153288,M6,0.5,A4,False,intermediate,beginner,beginner,
76,510786132.153288,M7,1.0,A1,False,intermediate,beginner,beginner,
77,510786132.153288,M7,1.0,A2,False,intermediate,beginner,beginner,
78,510786132.153288,M7,1.0,A3,False,intermediate,beginner,beginner,
79,510786132.153288,M7,1.0,A4,False,intermediate,beginner,beginner,
80,510786132.153288,M8,1.0,A1,False,intermediate,beginner,beginner,
81,510786132.153288,M8,1.0,A2,False,intermediate,beginner,beginner,
82,510786132.153288,M8,1.0,A3,False,intermediate,beginner,beginner,
83,510786132.153288,M8,1.0,A4,False,intermediate,beginner,beginner,
84,510786132.153288,M9,1.0,A1,False,intermediate,beginner,beginner,
85,510786132.153288,M9,1.0,A2,False,intermediate,beginner,beginner,
86,510786132.153288,M9,1.0,A3,False,intermediate,beginner,beginner,
87,510786132.153288,M9,1.0,A4,False,intermediate,beginner,beginner,
88,510790272.0368671,T1,1.0,A1,False,advanced,written,intermediate,
89,510790272.0368671,T1,1.0,A2,False,advanced,written,intermediate,
90,510790272.0368671,T1,1.0,A3,False,advanced,written,intermediate,
91,510790272.0368671,T1,1.0,A4,False,advanced,written,intermediate,
92,510790272.0368671,T2,0.75,A1,True,advanced,written,intermediate,
93,510790272.0368671,T2,0.75,A2,False,advanced,written,intermediate,
94,510790272.0368671,T2,0.75,A3,False,advanced,written,intermediate,
95,510790272.0368671,T2,0.75,A4,False,advanced,written,intermediate,
